1,100
2,100
3,100
4,100
5,99
6,99
7,99
8,99
9,98
10,98
11,98
12,98
13,97
14,97
15,97
16,97
17,96
18,96
19,96
20,96
21,95
22,95
23,95
24,95
25,94
26,94
27,94
28,94
29,93
30,93
31,93
32,93
33,92
34,92
35,92
36,92
37,91
38,91
39,91
40,91
41,90
42,90
43,90
44,90
45,89
46,89
47,89
48,89
49,88
50,88
51,88
52,88
53,87
54,87
55,87
56,87
57,86
58,86
59,86
60,86
61,85
62,85
63,85
64,85
65,84
66,84
67,84
68,84
69,83
70,83
71,83
72,83
73,82
74,82
75,82
76,82
77,81
78,81
79,81
80,80
81,80
82,80
83,79
84,79
85,79
86,78
87,78
88,78
89,77
90,77
91,76
92,76
93,75
94,75
95,74
96,74
97,73
98,73
99,72
100,72
101,71
102,71
103,70
104,70
105,69
106,69
107,68
108,68
109,67
110,67
111,66
112,66
113,65
114,65
115,64
116,64
117,63
118,63
119,62
120,62
121,61
122,61
123,60
124,60
125,59
126,59
127,58
128,58
129,57
130,57
131,56
132,56
133,55
134,55
135,54
136,54
137,53
138,53
139,53
140,52
141,52
142,52
143,52
144,51
145,51
146,51
147,51
148,51
149,51
150,50
151,50
152,50
153,49
154,49
155,49
156,48
157,48
158,48
159,47
160,47
161,47
162,46
163,46
164,46
165,45
166,45
167,45
168,44
169,44
170,44
171,43
172,43
173,43
174,42
175,42
176,42
177,41
178,41
179,41
180,40
181,40
182,40
183,39
184,39
185,39
186,38
187,38
188,38
189,37
190,37
191,37
192,36
193,36
194,36
195,35
196,35
197,35
198,34
199,34
200,34
201,33
202,33
203,33
204,32
205,32
206,32
207,31
208,31
209,31
210,30
211,30
212,30
213,29
214,29
215,29
216,28
217,28
218,28
219,27
220,27
221,27
222,26
223,26
224,26
225,25
226,25
227,25
228,24
229,24
230,24
231,23
232,23
233,22
234,22
235,20
236,20
237,20
238,20
239,20
240,19
241,19
242,19
243,19
244,18
245,18
246,18
247,18
248,17
249,17
250,17
251,17
252,16
253,16
254,16
255,15
256,15
257,14
258,14
259,13
260,13
261,12
262,12
263,11
264,10
265,10
266,10
267,9
268,9
269,9
270,8
271,8
272,8
273,7
274,7
275,7
276,6
277,6
278,6
279,5
280,5
281,5
282,4
283,4
284,4
285,4
286,3
287,3
288,3
289,2
290,2
291,2
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
